year,cznuts_cz,nuts,cznuts_en,school_type_cz,school_type_en,total_teachers,women,men,qualified,unqualified
2008,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2009,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2265.4,1324.1,941.3,1934.6,330.8
2009,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1677.9,1260.4,417.5,1469.3,208.6
2009,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1457.7,1400.1,57.6,1283.3,174.4
2009,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,49.1,25.6,23.5,48.3,0.8
2009,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,68.5,48.4,20.1,67.6,0.9
2009,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1263.1,1261.1,2,1180.4,82.7
2009,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2010,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,9,9,,7,2
2010,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2248,1321.3,926.7,1923.4,324.6
2010,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1614.6,1216.9,397.7,1428.8,185.8
2010,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1475.3,1410.4,64.9,1306.6,168.7
2010,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,48.3,25.6,22.7,48.3,
2010,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,76.3,56.4,19.9,76.1,0.2
2010,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1324.6,1321.9,2.7,1227.7,96.9
2011,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,9,9,,6,3
2011,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2234.9,1318.1,916.8,1917.7,317.2
2011,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1600.5,1206.7,393.8,1449.6,150.9
2011,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1493.6,1429.2,64.4,1340.2,153.4
2011,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,49,25.3,23.7,48.5,0.5
2011,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,83.4,63.5,19.9,82.6,0.8
2011,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1396,1393.6,2.4,1262.1,133.9
2012,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,13,13,,7,6
2012,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2145.1,1289.3,855.8,1810,335.1
2012,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1583.6,1188.9,394.7,1432.2,151.4
2012,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1528.3,1455.4,72.9,1365.3,163
2012,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,81.9,55.5,26.4,75.3,6.6
2012,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,46.7,23.9,22.8,45.9,0.8
2012,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1446.3,1442,4.3,1274.9,171.4
2013,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,16.2,16.2,,12.2,4
2013,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2047.5,1245.2,802.3,1780.8,266.7
2013,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1560.9,1173,387.9,1426.9,134
2013,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1544.3,1468.6,75.7,1423.1,121.2
2013,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,83.8,57.6,26.2,78.5,5.3
2013,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,46.6,24.4,22.2,46.6,
2013,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1498.7,1493.6,5.1,1350,148.7
2014,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,11.9,11.9,,8.9,3
2014,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1984.2,1220.1,764.1,1782.4,201.8
2014,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1558.5,1171.8,386.7,1446.8,111.7
2014,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1590.8,1515.3,75.5,1476.3,114.5
2014,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,50.7,25.6,25.1,50.4,0.3
2014,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,80.1,55.4,24.7,77.6,2.5
2014,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1541.5,1530.2,11.3,1392.8,148.7
2015,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,13,13,,11,2
2015,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1922.5,1170.6,751.9,1748,174.5
2015,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1557.2,1195.6,361.6,1453.4,103.8
2015,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1636.4,1548.4,88,1530.7,105.7
2015,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,106.1,73.6,32.5,98.1,8
2015,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,46,22.7,23.3,46,
2015,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1567.7,1558.2,9.5,1417.8,149.9
2006,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3278.5,2766.1,512.4,2911.2,367.3
2007,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3254.4,2751.9,502.5,2919.2,335.2
2016,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,12.9,12.9,,11.9,1
2016,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1907.9,1176.6,731.3,1834.4,73.5
2008,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3184.1,2693.4,490.7,2784.6,399.5
2016,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1556,1182.8,373.2,1499.2,56.8
2016,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1695.9,1604.3,91.6,1604.4,91.5
2016,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,82.4,55.8,26.6,81.2,1.2
2016,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,47.5,24.1,23.4,47.5,
2016,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1560.7,1550.2,10.5,1480.3,80.4
2009,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3135.6,2660.5,475.1,2752.6,383
2010,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3089.9,2627.3,462.6,2735.4,354.5
2011,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3094.1,2635.9,458.2,2789.8,304.3
2012,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3111.9,2644.3,467.6,2797.5,314.4
2013,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3105.2,2641.6,463.6,2850,255.2
2014,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3149.3,2687.1,462.2,2923.1,226.2
2015,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3193.6,2744,449.6,2984.1,209.5
2016,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3251.9,2787.1,464.8,3103.6,148.3
2017,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3322.1,2855.1,467,3172.6,149.5
2018,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3400.5,2922.1,478.4,3235.8,164.7
2019,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3445.5,2950.8,494.7,3263.3,182.2
2020,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3577.2,3051.8,525.4,3334.4,242.8
2021,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3696.9,3128.3,568.6,3403.4,293.5
2022,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3771.5,3190.7,580.8,3463.3,308.2
2017,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,10.9,10.9,,8.9,2
2017,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1908,1168.6,739.4,1842.9,65.1
2023,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3863.4,3272.4,591,3519.1,344.3
2017,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1590,1211.3,378.7,1535.8,54.2
2017,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1732.1,1643.8,88.3,1636.8,95.3
2017,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,76.1,50.1,26,74.2,1.9
2017,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,45.7,22.6,23.1,45.7,
2017,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1550.9,1541.8,9.1,1495.5,55.4
2024,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3916.5,3315.5,601,3574.6,341.9
2018,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,12.9,12.9,,9.9,3
2018,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1918,1185.9,732.1,1858.8,59.2
2018,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1635,1252.1,382.9,1574,61
2018,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1765.5,1670,95.5,1661.8,103.7
2018,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,48.7,23,25.7,47.9,0.8
2018,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,71.4,48.8,22.6,69.5,1.9
2018,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1600.7,1588.9,11.8,1502.2,98.5
2019,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,9.7,9.7,,8.7,1
2019,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1920.6,1172.2,748.4,1856.9,63.7
2019,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1680,1273.4,406.6,1601.2,78.8
2019,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1765.5,1677.4,88.1,1662.1,103.4
2019,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,51,24.5,26.5,50.2,0.8
2019,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,77,50.8,26.2,75.4,1.6
2019,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1617.5,1607.3,10.2,1521.4,96.1
2020,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,14.5,14.5,,13.5,1
2020,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1966,1227,739,1885.4,80.6
2020,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1773.6,1340.6,433,1654.1,119.5
2020,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1803.6,1711.2,92.4,1680.3,123.3
2020,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,51,23.7,27.3,50,1
2020,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,78.7,52.5,26.2,77.4,1.3
2020,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1705.6,1691.1,14.5,1590.4,115.2
2021,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,11.5,11.5,,10.5,1
2021,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2014.8,1239.3,775.5,1898.5,116.3
2021,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1868.6,1408,460.6,1716.9,151.7
2021,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1828.3,1720.3,108,1686.5,141.8
2021,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,85.4,54.9,30.5,83,2.4
2021,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,46.1,20.8,25.3,45.1,1
2021,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1738.3,1725.6,12.7,1614.2,124.1
2022,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,14.9,14.9,,12.9,2
2022,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2086.6,1283.7,802.9,1948.3,138.3
2022,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1963.6,1480.7,482.9,1795.1,168.5
2022,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1807.9,1710,97.9,1668.2,139.7
2022,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,84.1,55.1,29,83.3,0.8
2022,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,51.5,23.9,27.6,50.3,1.2
2022,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1773.2,1760.9,12.3,1661.3,111.9
2023,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,24.8,24.8,,18.8,6
2023,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2202.2,1340.8,861.4,2030.3,171.9
2023,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,2015.3,1521.3,494,1817.8,197.5
2023,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1848.1,1751.1,97,1701.3,146.8
2023,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,87.1,55.9,31.2,84,3.1
2023,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,53.1,24,29.1,53.1,
2023,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1815.9,1802.2,13.7,1690.9,125
2024,Plzeňský kraj,CZ032,Plzeň Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,26.8,26.8,,21.8,5
2024,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2271.7,1391.6,880.1,2109.2,162.5
2024,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,2015.6,1516.5,499.1,1828.8,186.8
2024,Plzeňský kraj,CZ032,Plzeň Region,ZŠ - na 1. stupni,Basic School - Primary,1900.9,1799,101.9,1745.8,155.1
2024,Plzeňský kraj,CZ032,Plzeň Region,Vyšší odborná škola,Tertiary Professional School,108.2,69.8,38.4,108.1,0.1
2024,Plzeňský kraj,CZ032,Plzeň Region,Konzervatoř,Conservatoiry,52.2,25.9,26.3,52.2,
2024,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1839.1,1826.8,12.3,1706.5,132.6
2006,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1289.8,709.9,579.9,848.7,441.1
2006,Karlovarský kraj,CZ041,Karlovy Vary Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1089.8,808.5,281.3,720.4,369.4
2006,Karlovarský kraj,CZ041,Karlovy Vary Region,ZŠ - na 1. stupni,Basic School - Primary,854.5,827.9,26.6,552.4,302.1
2006,Karlovarský kraj,CZ041,Karlovy Vary Region,Vyšší odborná škola,Tertiary Professional School,22.4,18,4.4,16.4,6
2006,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,633.1,633.1,,585.8,47.3
2006,Karlovarský kraj,CZ041,Karlovy Vary Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2006,Karlovarský kraj,CZ041,Karlovy Vary Region,Konzervatoř,Conservatoiry,,,,,
2007,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1278.5,699.4,579.1,830.4,448.1
2007,Karlovarský kraj,CZ041,Karlovy Vary Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1056.6,780.1,276.5,680.2,376.4
2007,Karlovarský kraj,CZ041,Karlovy Vary Region,ZŠ - na 1. stupni,Basic School - Primary,855.5,831.9,23.6,543.7,311.8
2007,Karlovarský kraj,CZ041,Karlovy Vary Region,Vyšší odborná škola,Tertiary Professional School,24,19.5,4.5,17.4,6.6
2007,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,621.4,621.3,0.1,556.3,65.1
2007,Karlovarský kraj,CZ041,Karlovy Vary Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2007,Karlovarský kraj,CZ041,Karlovy Vary Region,Konzervatoř,Conservatoiry,,,,,
2008,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1288.6,722.6,566,846.3,442.3
2008,Karlovarský kraj,CZ041,Karlovy Vary Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,985.9,720.5,265.4,620.8,365.1
2008,Karlovarský kraj,CZ041,Karlovy Vary Region,ZŠ - na 1. stupni,Basic School - Primary,831,811.1,19.9,558.8,272.2
2008,Karlovarský kraj,CZ041,Karlovy Vary Region,Vyšší odborná škola,Tertiary Professional School,25.6,19.7,5.9,18.6,7
2008,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,628.8,628.8,,567.9,60.9
2008,Karlovarský kraj,CZ041,Karlovy Vary Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2008,Karlovarský kraj,CZ041,Karlovy Vary Region,Konzervatoř,Conservatoiry,,,,,
2009,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1261.6,706.6,555,840.5,421.1
2009,Karlovarský kraj,CZ041,Karlovy Vary Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,959.3,700,259.3,626.4,332.9
2009,Karlovarský kraj,CZ041,Karlovy Vary Region,ZŠ - na 1. stupni,Basic School - Primary,822.9,804.2,18.7,562,260.9
2009,Karlovarský kraj,CZ041,Karlovy Vary Region,Vyšší odborná škola,Tertiary Professional School,25.2,19.5,5.7,18.2,7
2009,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,639.9,639.9,,571.4,68.5
2009,Karlovarský kraj,CZ041,Karlovy Vary Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2009,Karlovarský kraj,CZ041,Karlovy Vary Region,Konzervatoř,Conservatoiry,,,,,
2006,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1944.3,1636.4,307.9,1272.8,671.5
2007,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1912.1,1612,300.1,1223.9,688.2
2008,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1816.9,1531.6,285.3,1179.6,637.3
2009,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1782.2,1504.2,278,1188.4,593.8
2010,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1721.7,1448.3,273.4,1164.2,557.5
2011,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1705.1,1431.8,273.3,1166.8,538.3
2012,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1676.9,1408.7,268.2,1143.3,533.6
2013,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1641.5,1378.6,262.9,1181.4,460.1
2010,Karlovarský kraj,CZ041,Karlovy Vary Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,27,27,,17.3,9.7
